Age,Attrition,Attrition_num,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime
54,No,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,Female,Sales Executive,3,Married,10686,No
56,No,0,Travel_Frequently,1240,Research & Development,9,3,Medical,Female,Research Scientist,3,Married,2942,No
36,No,0,Travel_Rarely,796,Research & Development,12,5,Medical,Female,Manufacturing Director,4,Single,8858,No
55,No,0,Non-Travel,444,Research & Development,2,1,Medical,Male,Manager,1,Single,16756,No
43,No,0,Travel_Rarely,415,Sales,25,3,Medical,Male,Sales Executive,4,Divorced,10798,No
20,Yes,1,Travel_Frequently,769,Sales,9,3,Marketing,Female,Sales Representative,4,Single,2323,Yes
21,Yes,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,1,Single,1416,No
46,No,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,Female,Research Scientist,1,Divorced,4615,Yes
51,Yes,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Married,2461,Yes
28,Yes,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,Male,Healthcare Representative,1,Single,8722,No
26,No,0,Travel_Rarely,192,Research & Development,1,2,Medical,Male,Laboratory Technician,1,Married,3955,No
30,No,0,Travel_Rarely,1176,Research & Development,20,3,Other,Male,Manufacturing Director,1,Married,9957,No
41,No,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,Female,Research Scientist,3,Married,3376,No
38,No,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,Female,Healthcare Representative,3,Married,8823,No
40,No,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,Male,Healthcare Representative,4,Married,10322,No
27,No,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,Male,Laboratory Technician,3,Married,4621,No
55,No,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,2,Married,10976,No
28,No,0,Travel_Rarely,857,Research & Development,10,3,Other,Female,Research Scientist,3,Single,3660,No
44,Yes,1,Travel_Rarely,1376,Human Resources,1,2,Medical,Male,Human Resources,1,Married,10482,No
33,No,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7119,No
35,Yes,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,Male,Sales Executive,1,Single,9582,Yes
33,Yes,1,Travel_Frequently,827,Research & Development,29,4,Medical,Female,Research Scientist,3,Single,4508,No
28,No,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,Male,Laboratory Technician,3,Divorced,2207,No
34,No,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,Male,Healthcare Representative,4,Single,7756,No
37,No,0,Travel_Rarely,309,Sales,10,4,Life Sciences,Female,Sales Executive,4,Divorced,6694,Yes
25,Yes,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,4,Married,3691,Yes
26,Yes,1,Travel_Rarely,1330,Research & Development,21,3,Medical,Male,Laboratory Technician,3,Divorced,2377,No
33,Yes,1,Travel_Rarely,1017,Research & Development,25,3,Medical,Male,Research Scientist,2,Single,2313,Yes
42,No,0,Travel_Rarely,469,Research & Development,2,2,Medical,Male,Manager,1,Married,17665,No
28,Yes,1,Travel_Frequently,1009,Research & Development,1,3,Medical,Male,Laboratory Technician,2,Divorced,2596,No
50,Yes,1,Travel_Frequently,959,Sales,1,4,Other,Male,Sales Executive,3,Single,4728,Yes
33,No,0,Travel_Frequently,970,Sales,7,3,Life Sciences,Female,Sales Executive,2,Married,4302,No
34,No,0,Non-Travel,697,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2979,No
48,No,0,Non-Travel,1262,Research & Development,1,4,Medical,Male,Manager,4,Single,16885,No
45,No,0,Non-Travel,1050,Sales,9,4,Life Sciences,Female,Sales Executive,3,Married,5593,No
52,No,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Single,10445,No
38,No,0,Travel_Rarely,770,Sales,10,4,Marketing,Male,Sales Executive,3,Divorced,8740,Yes
29,No,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,Female,Research Scientist,4,Divorced,2514,No
28,No,0,Travel_Rarely,950,Research & Development,3,3,Medical,Female,Manufacturing Director,2,Divorced,7655,No
46,No,0,Travel_Rarely,406,Sales,3,1,Marketing,Male,Manager,3,Married,17465,No
38,No,0,Travel_Rarely,130,Sales,2,2,Marketing,Male,Sales Executive,2,Single,7351,No
43,No,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,Female,Manufacturing Director,1,Married,10820,No
39,Yes,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Divorced,12169,No
40,No,0,Travel_Rarely,1308,Research & Development,14,3,Medical,Male,Research Director,3,Single,19626,No
21,No,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,Female,Research Scientist,2,Single,2070,Yes
39,No,0,Non-Travel,439,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Single,6782,No
36,No,0,Non-Travel,217,Research & Development,18,4,Life Sciences,Male,Manufacturing Director,4,Single,7779,No
31,No,0,Travel_Frequently,793,Sales,20,3,Life Sciences,Male,Sales Representative,4,Married,2791,No
28,No,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,Male,Research Scientist,2,Married,3201,No
35,No,0,Travel_Frequently,1182,Sales,11,2,Marketing,Male,Sales Executive,4,Divorced,4968,No
49,No,0,Travel_Rarely,174,Sales,8,4,Technical Degree,Male,Sales Executive,2,Married,13120,No
34,No,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,3,Single,4033,No
29,No,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,Female,Research Scientist,2,Divorced,3291,No
42,No,0,Travel_Rarely,188,Research & Development,29,3,Medical,Male,Laboratory Technician,4,Single,4272,No
29,No,0,Travel_Rarely,718,Research & Development,8,1,Medical,Male,Manufacturing Director,4,Married,5056,Yes
38,No,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,Male,Human Resources,3,Married,2844,No
28,No,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Divorced,2703,Yes
18,Yes,1,Non-Travel,247,Research & Development,8,1,Medical,Male,Laboratory Technician,3,Single,1904,No
33,Yes,1,Travel_Rarely,603,Sales,9,4,Marketing,Female,Sales Executive,1,Single,8224,Yes
41,No,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,Male,Laboratory Technician,4,Married,4766,Yes
31,Yes,1,Travel_Frequently,874,Research & Development,15,3,Medical,Male,Laboratory Technician,3,Married,2610,No
37,No,0,Travel_Rarely,367,Research & Development,25,2,Medical,Female,Healthcare Representative,4,Divorced,5731,No
27,No,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Married,2539,No
34,No,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,Female,Sales Executive,3,Married,5714,No
35,No,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,Male,Human Resources,3,Single,4323,No
29,Yes,1,Travel_Rarely,408,Sales,23,1,Life Sciences,Female,Sales Executive,1,Married,7336,No
40,No,0,Travel_Frequently,593,Research & Development,9,4,Medical,Female,Research Director,3,Single,13499,No
42,Yes,1,Travel_Frequently,481,Sales,12,3,Life Sciences,Male,Sales Executive,1,Single,13758,Yes
42,No,0,Travel_Rarely,647,Sales,4,4,Marketing,Male,Sales Executive,1,Single,5155,No
35,No,0,Travel_Rarely,982,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Married,2258,No
24,No,0,Travel_Rarely,477,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Single,3597,No
28,Yes,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,Female,Laboratory Technician,4,Married,2515,Yes
26,No,0,Travel_Rarely,1384,Research & Development,3,4,Medical,Male,Laboratory Technician,4,Married,4420,No
30,No,0,Travel_Rarely,852,Sales,10,3,Marketing,Male,Sales Executive,3,Married,6578,No
40,No,0,Travel_Frequently,902,Research & Development,26,2,Medical,Female,Research Scientist,4,Married,4422,Yes
35,No,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,2,Divorced,10274,No
34,No,0,Travel_Frequently,669,Research & Development,1,3,Medical,Male,Healthcare Representative,1,Single,5343,No
35,No,0,Travel_Frequently,636,Research & Development,4,4,Other,Male,Laboratory Technician,4,Married,2376,No
43,Yes,1,Travel_Rarely,1372,Sales,9,3,Marketing,Female,Sales Executive,3,Single,5346,No
32,No,0,Non-Travel,862,Sales,2,1,Life Sciences,Female,Sales Representative,1,Divorced,2827,No
56,No,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,Female,Manager,1,Divorced,19943,No
29,No,0,Travel_Rarely,1401,Research & Development,6,1,Medical,Female,Laboratory Technician,4,Married,3131,No
19,No,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Single,2552,No
45,No,0,Travel_Rarely,1457,Research & Development,7,3,Medical,Female,Research Scientist,3,Married,4477,Yes
37,No,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,4,Married,6474,No
20,No,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Single,3033,No
44,Yes,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,Male,Research Scientist,3,Single,2936,Yes
53,No,0,Travel_Rarely,1223,Research & Development,7,2,Medical,Female,Manager,3,Divorced,18606,No
29,No,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,Female,Research Scientist,4,Married,2168,Yes
22,Yes,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2853,Yes
46,No,0,Travel_Rarely,1402,Sales,2,3,Marketing,Female,Manager,1,Married,17048,No
44,No,0,Non-Travel,111,Research & Development,17,3,Life Sciences,Male,Research Scientist,3,Single,2290,No
33,No,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,Male,Human Resources,3,Married,3600,No
41,Yes,1,Non-Travel,906,Research & Development,5,2,Life Sciences,Male,Research Scientist,1,Divorced,2107,No
30,No,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,Male,Sales Executive,1,Divorced,4115,No
40,No,0,Travel_Frequently,1184,Sales,2,4,Medical,Male,Sales Executive,2,Married,4327,No
50,No,0,Travel_Frequently,1421,Research & Development,2,3,Medical,Female,Manager,1,Married,17856,No
28,No,0,Travel_Rarely,1179,Research & Development,19,4,Medical,Male,Laboratory Technician,1,Married,3196,No
46,No,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,Male,Research Director,2,Married,19081,No
35,No,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,Male,Sales Executive,1,Married,8966,Yes
24,Yes,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,Female,Laboratory Technician,2,Married,2210,No
33,No,0,Travel_Frequently,1146,Sales,25,3,Medical,Female,Sales Executive,3,Married,4539,No
36,No,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,3,Divorced,2741,No
30,No,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,3,Divorced,3491,No
44,No,0,Travel_Rarely,200,Research & Development,29,4,Other,Male,Research Scientist,4,Single,4541,No
20,No,0,Travel_Rarely,654,Sales,21,3,Marketing,Male,Sales Representative,4,Single,2678,No
46,No,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,Male,Manufacturing Director,4,Divorced,7379,No
42,No,0,Non-Travel,179,Human Resources,2,5,Medical,Male,Human Resources,1,Married,6272,No
60,No,0,Travel_Rarely,696,Sales,7,4,Marketing,Male,Sales Executive,4,Divorced,5220,Yes
32,No,0,Travel_Frequently,116,Research & Development,13,3,Other,Female,Laboratory Technician,2,Married,2743,No
32,No,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,Female,Research Scientist,3,Single,4998,Yes
36,No,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,1,Divorced,10252,Yes
33,No,0,Travel_Rarely,117,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2781,No
40,No,0,Travel_Rarely,107,Sales,10,3,Technical Degree,Female,Sales Executive,2,Divorced,6852,No
25,No,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,Male,Sales Executive,4,Single,4950,No
30,No,0,Travel_Rarely,1465,Research & Development,1,3,Medical,Male,Research Scientist,2,Married,3579,Yes
42,No,0,Travel_Frequently,458,Research & Development,26,5,Medical,Female,Research Director,1,Married,13191,Yes
35,No,0,Non-Travel,1212,Sales,8,2,Marketing,Female,Sales Executive,4,Married,10377,Yes
27,No,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,Male,Research Scientist,1,Married,2235,Yes
54,No,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,No
44,No,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,Female,Research Scientist,4,Married,2011,No
19,Yes,1,Non-Travel,504,Research & Development,10,3,Medical,Female,Research Scientist,2,Single,1859,Yes
29,No,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,Female,Research Scientist,4,Divorced,3760,No
54,No,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,17779,No
31,No,0,Travel_Rarely,1332,Research & Development,11,2,Medical,Male,Healthcare Representative,1,Married,6833,Yes
31,No,0,Travel_Rarely,1062,Research & Development,24,3,Medical,Female,Healthcare Representative,1,Single,6812,No
59,No,0,Travel_Rarely,326,Sales,3,3,Life Sciences,Female,Sales Executive,4,Single,5171,No
43,No,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,19740,No
49,No,0,Travel_Rarely,1098,Research & Development,4,2,Medical,Male,Manager,3,Married,18711,No
36,No,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,Male,Research Scientist,2,Married,3692,No
48,No,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,Male,Laboratory Technician,2,Single,2559,No
27,No,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,Male,Research Scientist,3,Divorced,2517,No
29,No,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,Male,Healthcare Representative,4,Divorced,6623,Yes
48,No,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,Male,Research Director,4,Single,18265,No
29,No,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,Female,Research Director,4,Divorced,16124,No
34,No,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,Female,Research Scientist,3,Married,2585,No
44,No,0,Travel_Rarely,1099,Sales,5,3,Marketing,Male,Manager,2,Married,18213,No
33,No,0,Travel_Rarely,536,Sales,10,5,Marketing,Male,Sales Executive,3,Divorced,8380,Yes
19,No,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,Female,Research Scientist,4,Single,2994,Yes
23,No,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,1223,No
25,Yes,1,Travel_Frequently,599,Sales,24,1,Life Sciences,Male,Sales Representative,4,Single,1118,Yes
26,No,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,Male,Research Scientist,4,Single,2875,Yes
45,Yes,1,Travel_Rarely,1449,Sales,2,3,Marketing,Female,Manager,2,Single,18824,Yes
55,No,0,Non-Travel,177,Research & Development,8,1,Medical,Male,Healthcare Representative,2,Divorced,13577,Yes
21,Yes,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,Female,Laboratory Technician,3,Single,2625,No
46,No,0,Travel_Rarely,168,Sales,4,2,Marketing,Female,Manager,2,Married,18789,No
34,No,0,Travel_Rarely,131,Sales,2,3,Marketing,Female,Sales Executive,1,Single,4538,Yes
51,No,0,Travel_Frequently,237,Sales,9,3,Life Sciences,Male,Manager,2,Divorced,19847,Yes
59,No,0,Travel_Rarely,1429,Research & Development,18,4,Medical,Male,Manufacturing Director,4,Single,10512,No
34,No,0,Travel_Frequently,135,Research & Development,19,3,Medical,Female,Laboratory Technician,2,Divorced,4444,No
28,No,0,Travel_Frequently,791,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Single,2154,Yes
44,No,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,Male,Manager,1,Divorced,19190,No
34,No,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,Male,Human Resources,2,Married,4490,No
35,No,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,Male,Research Scientist,3,Married,3506,Yes
42,No,0,Travel_Rarely,603,Research & Development,7,4,Medical,Female,Research Scientist,2,Married,2372,Yes
43,No,0,Travel_Rarely,531,Sales,4,4,Marketing,Female,Sales Executive,4,Single,10231,No
36,No,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,2,Single,5410,Yes
44,Yes,1,Travel_Rarely,621,Research & Development,15,3,Medical,Female,Healthcare Representative,4,Married,7978,No
28,No,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3867,Yes
51,No,0,Travel_Frequently,968,Research & Development,6,2,Medical,Female,Laboratory Technician,3,Single,2838,No
30,No,0,Non-Travel,879,Research & Development,9,2,Medical,Female,Manufacturing Director,3,Single,4695,Yes
29,Yes,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,Female,Laboratory Technician,3,Divorced,3339,Yes
28,No,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,Male,Research Scientist,1,Single,2080,No
25,No,0,Travel_Rarely,266,Research & Development,1,3,Medical,Female,Research Scientist,2,Single,2096,No
32,No,0,Travel_Rarely,604,Sales,8,3,Medical,Male,Sales Executive,4,Married,6209,No
45,No,0,Travel_Frequently,364,Research & Development,25,3,Medical,Female,Manager,2,Single,18061,No
39,No,0,Travel_Rarely,412,Research & Development,13,4,Medical,Female,Manager,2,Divorced,17123,Yes
58,No,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,Male,Research Scientist,3,Divorced,2372,No
32,Yes,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,3,Married,4883,No
39,Yes,1,Travel_Rarely,360,Research & Development,23,3,Medical,Male,Research Scientist,1,Single,3904,No
30,No,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,Female,Laboratory Technician,4,Married,4627,No
36,No,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,Female,Healthcare Representative,3,Married,7094,No
46,No,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,Female,Human Resources,1,Single,3423,No
28,No,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Married,6674,No
50,No,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,Female,Research Director,1,Married,16880,Yes
40,Yes,1,Travel_Rarely,299,Sales,25,4,Marketing,Male,Sales Executive,2,Single,9094,Yes
52,Yes,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,Male,Sales Executive,2,Single,8446,Yes
30,No,0,Travel_Rarely,634,Research & Development,17,4,Medical,Female,Manager,1,Married,11916,Yes
39,No,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,3,Single,4534,No
31,No,0,Non-Travel,587,Sales,2,4,Life Sciences,Female,Sales Executive,3,Divorced,9852,Yes
41,No,0,Non-Travel,256,Sales,10,2,Medical,Male,Sales Executive,2,Single,6151,No
31,Yes,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,Female,Sales Representative,2,Single,2302,Yes
44,Yes,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,1,Married,2362,No
42,No,0,Non-Travel,495,Research & Development,2,1,Life Sciences,Male,Manager,3,Married,17861,Yes
55,No,0,Travel_Rarely,282,Research & Development,2,2,Medical,Female,Manager,3,Married,19187,No
56,No,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,Male,Manager,2,Single,19717,No
40,No,0,Non-Travel,458,Research & Development,16,2,Life Sciences,Male,Research Scientist,3,Divorced,3544,No
34,No,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,Male,Healthcare Representative,4,Divorced,8500,No
40,No,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,Male,Research Scientist,4,Single,4661,No
41,No,0,Travel_Frequently,1018,Sales,1,3,Marketing,Female,Sales Executive,1,Divorced,4103,No
35,No,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Single,4249,Yes
51,No,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,Male,Manager,2,Divorced,14026,Yes
38,No,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,Female,Sales Executive,1,Divorced,6893,No
34,No,0,Travel_Rarely,507,Sales,15,2,Medical,Female,Sales Executive,1,Single,6125,No
25,No,0,Travel_Rarely,882,Research & Development,19,1,Medical,Male,Laboratory Technician,4,Married,3669,No
58,Yes,1,Travel_Rarely,601,Research & Development,7,4,Medical,Female,Manufacturing Director,1,Married,10008,Yes
40,No,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,2,Married,2387,No
36,No,0,Travel_Frequently,607,Sales,7,3,Marketing,Female,Sales Executive,1,Married,4639,No
48,No,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,4,Single,7898,No
27,No,0,Travel_Rarely,1291,Sales,11,3,Medical,Female,Sales Representative,4,Married,2534,No
51,No,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,Female,Manufacturing Director,2,Single,13142,No
18,No,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Single,1611,No
35,No,0,Travel_Rarely,817,Research & Development,1,3,Medical,Female,Laboratory Technician,4,Married,5363,No
27,No,0,Travel_Frequently,793,Sales,2,1,Life Sciences,Male,Sales Executive,4,Single,5071,No
55,Yes,1,Travel_Rarely,267,Sales,13,4,Marketing,Male,Sales Executive,3,Single,13695,Yes
56,No,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,2,Married,13402,Yes
34,No,0,Non-Travel,999,Research & Development,26,1,Technical Degree,Female,Research Scientist,3,Divorced,2029,No
40,No,0,Travel_Rarely,1202,Research & Development,2,1,Medical,Female,Healthcare Representative,3,Divorced,6377,No
34,No,0,Travel_Rarely,285,Research & Development,29,3,Medical,Male,Laboratory Technician,3,Married,5429,No
31,Yes,1,Travel_Frequently,703,Sales,2,3,Life Sciences,Female,Sales Representative,4,Single,2785,No
35,Yes,1,Travel_Frequently,662,Sales,18,4,Marketing,Female,Sales Executive,3,Married,4614,Yes
38,No,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,Male,Research Scientist,3,Divorced,2610,No
34,No,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,4,Single,6687,No
28,No,0,Travel_Rarely,736,Sales,26,3,Life Sciences,Male,Sales Executive,1,Married,4724,No
31,Yes,1,Travel_Rarely,330,Research & Development,22,4,Medical,Male,Manufacturing Director,3,Married,6179,Yes
39,No,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,Male,Sales Executive,4,Married,6120,Yes
51,No,0,Travel_Frequently,541,Sales,2,3,Marketing,Male,Sales Executive,2,Married,10596,No
41,No,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,Female,Research Scientist,4,Divorced,5467,Yes
37,No,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,Male,Research Scientist,3,Married,2996,Yes
33,No,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,Male,Sales Executive,4,Married,9998,No
32,No,0,Travel_Rarely,499,Sales,2,1,Marketing,Male,Sales Executive,2,Married,4078,Yes
39,No,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,Male,Healthcare Representative,3,Married,10920,No
25,No,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,Male,Sales Executive,3,Married,6232,No
52,No,0,Travel_Frequently,322,Research & Development,28,2,Medical,Female,Manufacturing Director,3,Married,13247,Yes
43,No,0,Travel_Rarely,930,Research & Development,6,3,Medical,Female,Research Scientist,3,Single,4081,Yes
27,No,0,Travel_Rarely,205,Sales,10,3,Marketing,Female,Sales Executive,4,Married,5769,Yes
27,Yes,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,Female,Research Scientist,3,Single,2394,Yes
26,No,0,Travel_Rarely,683,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,3904,No
42,No,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,Female,Manager,1,Married,16799,No
52,No,0,Travel_Rarely,258,Research & Development,8,4,Other,Female,Laboratory Technician,1,Married,2950,No
37,No,0,Travel_Rarely,1462,Research & Development,11,3,Medical,Female,Laboratory Technician,3,Single,3629,No
35,No,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,4,Single,9362,No
25,No,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,4,Married,3229,No
26,No,0,Travel_Rarely,652,Research & Development,7,3,Other,Male,Laboratory Technician,1,Single,3578,No
29,No,0,Travel_Rarely,332,Human Resources,17,3,Other,Male,Human Resources,1,Single,7988,No
49,Yes,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,Male,Laboratory Technician,1,Single,4284,No
29,Yes,1,Travel_Frequently,337,Research & Development,14,1,Other,Female,Healthcare Representative,4,Single,7553,Yes
54,No,0,Travel_Rarely,971,Research & Development,1,3,Medical,Female,Research Director,4,Single,17328,No
58,No,0,Travel_Rarely,1055,Research & Development,1,3,Medical,Female,Research Director,1,Married,19701,Yes
55,No,0,Travel_Rarely,1136,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,14732,No
36,No,0,Travel_Rarely,1174,Sales,3,4,Marketing,Female,Sales Executive,2,Single,9278,Yes
31,Yes,1,Travel_Frequently,667,Sales,1,4,Life Sciences,Female,Sales Representative,3,Single,1359,No
30,No,0,Travel_Rarely,855,Sales,7,4,Marketing,Female,Sales Executive,1,Divorced,4779,No
31,No,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,Female,Research Director,2,Single,16422,No
34,No,0,Travel_Frequently,560,Research & Development,1,4,Other,Male,Research Scientist,1,Divorced,2996,No
31,Yes,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,Female,Research Scientist,2,Single,1261,No
27,No,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,Male,Laboratory Technician,1,Married,2099,No
36,No,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,Male,Laboratory Technician,4,Single,5810,No
36,No,0,Travel_Rarely,329,Sales,16,4,Marketing,Female,Sales Executive,1,Married,5647,No
47,No,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,Male,Research Scientist,4,Married,3420,No
25,Yes,1,Travel_Rarely,383,Sales,9,2,Life Sciences,Male,Sales Representative,1,Married,4400,No
37,No,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,Male,Laboratory Technician,3,Single,3500,No
56,No,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,Female,Research Scientist,1,Married,2066,No
47,No,0,Travel_Rarely,359,Research & Development,2,4,Medical,Female,Research Director,3,Married,17169,No
24,No,0,Travel_Rarely,1476,Sales,4,1,Medical,Female,Sales Executive,3,Married,4162,Yes
32,No,0,Travel_Rarely,601,Sales,7,5,Marketing,Male,Sales Executive,4,Married,9204,No
34,No,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,3294,No
